transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes
0f80236d-5bff-42d6-81de-d8338b81473a,2025-02-19 08:05:00,48074.09,SEK,SE8902ZNXF37359255801506,SE8902OSGI33975637174014,Sweden,Falun,Sweden,Umeå,outgoing,Loan repayment
bfc41f4c-830c-4692-9f4a-8dae5d3e4e7c,2025-01-09 21:34:00,15706.76,SEK,SE8902JMYP35839764449656,SE8902YWOR66141106925315,Sweden,Ängelholm,Sweden,Motala,outgoing,Reimbursement for travel
f2f5437f-d87a-4534-a2bc-37c247f182ed,2025-04-16 23:26:00,16094.83,SEK,SE8902XFUT86856685665844,SE8902NYAZ48924591107358,Sweden,Trollhättan,Sweden,Östersund,incoming,Gift to family member
ad035a8d-a858-4437-8a64-69fd32f351b8,2025-03-17 02:40:00,49100.86,SEK,SE8902EFHS85453059184413,SE8902BYQJ37348110142026,Sweden,Kalmar,Sweden,Eskilstuna,outgoing,Salary payment
721e7c9e-9fd6-4e7a-b86c-0b2d63309d9e,2025-04-01 00:47:00,13129.34,SEK,SE8902RRBG98040376871961,SE8902NARF82423087494951,Sweden,Lidingö,Sweden,Norrköping,outgoing,Insurance payout
93efcd03-0364-40bb-ac7b-55fde9d99ae4,2025-01-20 04:38:00,33248.52,SEK,SE8902SBAO89984211669214,SE8902TJHH19935980929357,Sweden,Trelleborg,Sweden,Motala,outgoing,Online purchase
d2687f5a-3d1d-4990-89a1-45d7f2f79aa4,2025-05-12 10:30:00,6572.39,SEK,SE8902OUWA68031360560819,SE8902RWEK30581396134761,Sweden,Linköping,Sweden,Norrköping,outgoing,Utility bill
96aa493a-c198-4c32-9a54-76dd3d364fdf,2025-02-25 00:49:00,26111.66,SEK,SE8902GBVS77049275938256,SE8902OSSE16603512853960,Sweden,Gävle,Sweden,Sundsvall,outgoing,Mobile recharge
203879e7-dd3a-4381-8ef5-037e26db623e,2025-01-09 03:16:00,6641.85,SEK,SE8902EQIU70416981548888,SE8902DMOY69810883419522,Sweden,Sandviken,Sweden,Motala,incoming,Utility bill
085202cd-922d-4b2b-864c-f6077f46f838,2025-02-10 03:02:00,37617.74,SEK,SE8902FMJT85003375468035,SE8902KXQZ51570419970356,Sweden,Sundsvall,Sweden,Norrköping,outgoing,Rent transfer
f54d8d19-84df-4376-ad69-69b04af3f142,2025-05-14 14:28:00,33533 81,SEK,SE8902CSVI62856318176389,SE8902TYLT40345582138055,Sweden,Umeå,Sweden,Södertälje,outgoing,Subscription fee
23e3a8ea-996a-4fa3-86e0-573e9323b2cc,2025-02-23 08:40:00,36936.4,SEK,SE8902SSFH90772655677771,SE8902DVMW47021992301578,Sweden,Alingsås,Sweden,Kalmar,outgoing,Freelance project payment
0e87cace-80a7-4f57-b439-aa976eb551ca,2025-03-11 11:12:00,16012.63,SEK,SE8902ADJW88181481814442,SE8902DUTF93039768635289,Sweden,Kalmar,Sweden,Karlstad,incoming,Mobile recharge
976652d5-2088-4446-9021-86dc122929e5,2025-04-29 00:20:00,8262.43,SEK,SE8902DKHK20712159547418,SE8902SXPW11925151476639,Sweden,Motala,Sweden,Växjö,incoming,Subscription fee
1ca0100f-d19e-4f24-92c3-971efb134073,2025-04-23 02:48:00,18010.16,SEK,SE8902KUEA52312991740375,SE8902JAGM21136886702516,Sweden,Landskrona,Sweden,Halmstad,incoming,Freelance project payment
4a274781-7e9a-4c56-b3d5-c350f7040bf6,2025-03-14 05:12:00,39787.94,SEK,SE8902WCAS00095564677686,SE8902FNII57196986671320,Sweden,Halmstad,Sweden,Västerås,outgoing,Insurance payout
9c0b4195-ca64-4cd6-9276-79626cb4a419,2025-03-23 12:22:00,36149.67,SEK,SE8902IOSH72112913547339,SE8902CYQC46682846018386,Sweden,Västerås,Sweden,Skövde,outgoing,Subscription fee
b729260e-2d6d-4d68-ba0c-4ab08c859f11,2025-02-23 10:52:00,1227.01,SEK,SE8902CZZV03210142886950,SE8902EGAU44847412777337,Sweden,Borlänge,Sweden,Örnsköldsvik,incoming,Freelance project payment
f3dac80c-5251-4d40-92ed-4e64a4b00b11,2025-01-27 01:15:00,40925.85,SEK,SE8902BPIH50545754424014,SE8902MDNZ07631736710862,Sweden,Ängelholm,Sweden,Umeå,outgoing,Freelance project payment
dd5b2aec-f9b8-429d-b4f7-2ccd27804576,2025-02-01 11:49:00,17681.95,SEK,SE8902PXIA25659169563589,SE8902BIAU90313372445465,Sweden,Uddevalla,Sweden,Stockholm,outgoing,Salary payment
07aef73f-3128-4f3b-bfad-4cbe1250a8d9,2025-03-02 19:18:00,40487.68,SEK,SE8902WTFD23651921285545,SE8902OECA72149015702663,Sweden,Lidköping,Sweden,Norrköping,incoming,Mobile recharge
56846cbe-469d-4f46-ac93-c8751639ef6b,2025-05-13 00:47:00,12590.73,SEK,SE8902YIBX18686296958097,SE8902JOUY80486050372530,Sweden,Linköping,Sweden,Halmstad,outgoing,Reimbursement for travel
75589bab-1f63-4c10-b74f-24258276234e,2025-01-20 10:48:00,26735.89,SEK,SE8902AWSW06663692036271,SE8902WINX09497163385736,Sweden,Mölndal,Sweden,Örnsköldsvik,outgoing,Tax refund
ce800f60-eceb-491f-8530-72566d8e7fc1,2025-04-03 12:31:00,7381.27,SEK,SE8902CYID75986933756307,SE8902AEOP68872744631879,Sweden,Skellefteå,Sweden,,outgoing,Payment for invoice #8851
69c0119e-e375-43c1-82bf-b7114922fa90,2025-01-06 08:03:00,47509.83,SEK,SE8902OZFC33666152893075,SE8902VLNO38011298936062,Sweden,Örebro,Sweden,Nyköping,incoming,Rent transfer
b4c6f3c2-6260-4917-be05-24ca7c10c6e2,2025-03-17 04:37:00,43213.98,SEK,SE8902YUTJ92884606652331,SE8902MSYM87908445878247,Sweden,Borås,Sweden,Karlskoga,incoming,Mobile recharge
29c437c7-bcdb-4b56-bb0b-4960adb88db6,2025-04-19 16:33:00,34165.14,SEK,SE8902URHJ34985941724410,SE8902LPEN96181569053804,Sweden,Eskilstuna,Sweden,Motala,incoming,Salary payment
0b612f58-2c1a-495c-9421-dacdf2426451,2025-03-28 03:44:00,9152.07,SEK,SE8902VKKZ33314704720446,SE8902IGJG42825638310983,Sweden,Kalmar,Sweden,Södertälje,outgoing,Subscription fee
349a25fa-2a09-47ed-b703-f3365a255a62,2025-03-02 06:20:00,30540.77,SEK,SE8902FMJT85003375468035,SE8902EMWA07310860593299,Sweden,Uppsala,Sweden,Norrköping,outgoing,Utility bill
3f059ae5-5161-4833-bf29-66490dd5267d,2025-03-13 14:30:00,21665.41,SEK,SE8902FDTQ44344454210996,SE8902GFDB55209282464695,Sweden,Umeå,Sweden,Skövde,incoming,Loan repayment
7dd3460d-efd5-4ae0-ac6f-b79fc92e0b10,2025-03-15 15:54:00,13038.02,SEK,SE8902QUOF98062212973582,SE8902WNTK05683809343383,Sweden,Lidingö,Sweden,Trelleborg,incoming,Reimbursement for travel
1db9d627-92b1-4f76-afdc-646d14703ad7,2025-01-20 07:41:00,20799.96,SEK,SE8902FPPL01400439617541,SE8902FZXA39432781655146,Sweden,Piteå,Sweden,Uddevalla,incoming,Mobile recharge
7c3f3594-d312-482d-86bf-50e0c127d7d3,2025-03-28 12:03:00,40894.8 ,SEK,SE8902JJOM45604363294664,SE8902FALO12592929038007,Sweden,Karlskoga,Sweden,Kristianstad,incoming,Loan repayment
be12f1ca-8a78-4e53-bde7-18abe102e888,2025-04-25 01:36:00,36157.59,SEK,SE8902ZYLN23396197039191,SE8902SBKR74537144087144,Sweden,Helsingborg,Sweden,Karlstad,incoming,Utility bill
372f2d62-1c2d-4837-bffd-ee93d0f32c3f,2025-03-04 15:04:00,28188.34,SEK,SE8902WGYQ69186751021705,SE8902PFXV26279842153974,Sweden,Lidköping,Sweden,Östersund,incoming,
b28b2cf9-35a0-4dd4-8338-b6042cbbedd2,2025-01-16 19:34:00,40962.96,SEK,SE8902NVOQ64983229159879,SE8902GWFN53836172198642,Sweden,Trollhättan,Sweden,Karlskoga,outgoing,Mobile recharge
63bc64cd-ee7c-4cbe-98cd-e5d1e694c253,2025-02-08 10:36:00,43576.99,SEK,SE8902LVHS64335396457755,SE8902DKEI24538903367547,Sweden,Skellefteå,Sweden,Helsingborg,incoming,Utility bill
fc30796a-a2c3-48d1-a3cc-395fe952f733,2025-03-03 10:29:00,4386.89,SEK,SE8902WLSU18715288783344,SE8902MBFA83036715543859,Sweden,Luleå,Sweden,Västerås,incoming,Tax refund
a2226c00-56af-40c6-b512-6dae1edb3b41,2025-01-22 21:57:00,20185.09,SEK,SE8902DIRT22306886920827,SE8902URPK98604539614332,Sweden,Helsingborg,Sweden,Ängelholm,outgoing,Consulting fee
44ca495f-c81b-486a-b621-3545f3b306a5,2025-04-12 04:43:00,12795.34 ,SEK,SE8902ZXAW60732336695039,SE8902VCCV99038245497441,Sweden,Skövde,Sweden,Lund,outgoing,Rent transfer
c255762b-897b-4c41-9777-0e5e09d20db8,2025-04-23 14:18:00,11570.94,SEK,SE8902SAAS45009568739919,SE8902MJGO82608964017389,Sweden,Linköping,Sweden,Eskilstuna,incoming,Gift to family member
25475ed8-d9ff-4465-b145-535a53292ccd,2025-01-31 12:47:00,6756.0,SEK,SE8902AAZZ32784603345278,SE8902NXJY73173246535128,Sweden,Trelleborg,Sweden,Lund,incoming,Loan repayment
23db5385-db31-4ddf-a350-79e1f6f399fc,2025-04-29 07:16:00,6888.53,SEK,SE8902HKMO05656230964346,SE8902ARGK95467948326629,Sweden,Uppsala,Sweden,Uddevalla,outgoing,Online purchase
687b109f-4c2c-4435-a109-2bcfdb4ab4e9,2025-01-04 07:55:00,43251.51,SEK,SE8902IKXB56316133626800,SE8902BUEG01543905771095,Sweden,Skellefteå,Sweden,Lund,incoming,Rent transfer
35b14a67-c6b6-463a-8067-e58c5fe24908,2025-03-15 14:16:00,5562.99,SEK,SE8902VWWD02650237880124,SE8902VTHV28702716510201,Sweden,Jönköping,Sweden,Västerås,incoming,Payment for invoice #7037
2bd617f9-d65a-4ead-b378-3e479da1cebb,2025-01-15 04:18:00,21873.27,SEK,SE8902VCCV99038245497441,SE8902IGFR09709190696891,Sweden,Örebro,Sweden,Trollhättan,incoming,Tax refund
e5f32e2c-4c8d-4110-a6c4-d938fef6fc25,2025-04-18 11:15:00,27816.05,SEK,SE8902VXEH17556635656786,SE8902SZWO66860675966705,Sweden,Trelleborg,Sweden,Luleå,incoming,Online purchase
774e678f-cd82-43f3-a265-a7900def39a5,2025-01-13 12:22:00,34141.36,SEK,SE8902VHUN70101140465022,SE8902MJGO82608964017389,Sweden,Trollhättan,Sweden,Sandviken,outgoing,Subscription fee
f3c4f101-9145-44e2-a5b9-2903437e04d3,2025-04-12 13:08:00,956.88,SEK,SE8902HVPT46962947592889,SE8902NNPO32270460751106,Sweden,Helsingborg,Sweden,Karlstad,incoming,Rent transfer
2a31da44-9c55-4eaa-96e6-b6928612f898,2025-03-20 09:06:00,3848.29,SEK,SE8902THRJ34175037611129,SE8902SVRR14245541362131,Sweden,Gävle,Sweden,Södertälje,incoming,Payment for invoice #4554
596cda27-e5da-4880-8c4c-908a1a0841fa,2025-02-28 13:24:00,37617.21,SEK,SE8902LZUK24908560499564,SE8902PBTS55285525903827,Sweden,Varberg,Sweden,Lund,incoming,Gift to family member
aa0a580d-b898-40f5-8d09-9ca3419ea03a,2025-02-22 10:49:00,17818.48,SEK,SE8902UAPI02766067279075,SE8902FQRK02607941091284,Sweden,Lidingö,Sweden,Göteborg,incoming,Consulting fee
180ec9f6-db9a-44c3-94b0-560c99c7be25,2025-01-14 20:00:00,30497.92,SEK,SE8902FCFV09687035047874,SE8902BIKJ22071123794483,Sweden,Jönköping,Sweden,Göteborg,incoming,Insurance payout
0f67115e-857a-4337-aee3-14896a00a3bc,2025-03-21 12:08:00,8628.89,SEK,SE8902IRFB61133327098904,SE8902KWYN10283874927709,Sweden,Stockholm,Sweden,Luleå,outgoing,Freelance project payment
f78a333f-6f21-4f34-a66a-5f71693d1927,2025-01-14 08:58:00,47857.58,SEK,SE8902LQCY97132597903653,SE8902QOGT82411918877034,Sweden,Luleå,Sweden,Borås,outgoing,Payment for invoice #3771
4dd15445-b50b-4495-829c-f1c0196f9fb9,2025-05-09 03:32:00,6530.05,SEK,SE8902WCRZ14785108361870,SE8902AVLH25460864385567,Sweden,Karlskrona,Sweden,Gävle,incoming,Rent transfer
8cc9d4fb-30f3-46fc-93b4-4863c02df5a2,2025-01-17 15:17:00,25568.15,SEK,SE8902AFBJ57409290452225,SE8902FTQH91546456005449,Sweden,Eskilstuna,Sweden,Lidköping,outgoing,Mobile recharge
0a0e78e1-aa7b-48d9-b48b-6d97bdc3ce67,2025-02-18 09:49:00,15149.38,SEK,SE8902XRCE19182210961798,SE8902RMSO47297381276093,Sweden,Alingsås,Sweden,Göteborg,outgoing,Consulting fee
d9b7672b-ac5f-4847-af35-3a086ee19762,2025-02-12 05:58:00,3374.15,SEK,SE8902UKGU22372539668767,SE8902EQIU70416981548888,Sweden,Lund,Sweden,Eskilstuna,outgoing,Rent transfer
49020e91-06b2-4707-a979-ba1b54131622,2025-04-20 10:05:00,19862.51,SEK,SE8902AJUH85251795941386,SE8902ZVJW55438698935470,Sweden,Karlstad,Sweden,Lund,outgoing,Utility bill
a2b15ccf-753d-417c-9d52-95b3882dd81d,2025-03-24 01:01:00,18970.64,SEK,SE8902MPBO43811251290635,SE8902FIYI65713456085419,Sweden,Östersund,Sweden,Linköping,outgoing,Utility bill
671e1a37-6582-4c80-8b7b-53fdcdfbcda4,2025-02-24 02:04:00,43080.67,SEK,SE8902ALDV54212317929105,SE8902KHYH04176749922863,Sweden,Umeå,Sweden,Lidingö,outgoing,Consulting fee
84924d76-caf3-4d95-af3d-c685372eec46,2025-05-10 15:33:00,13959.78,SEK,SE8902JZJA31554426603417,SE8902PYFF43584356710088,Sweden,Lund,Sweden,Skellefteå,incoming,
3c18744b-f4b4-4c5b-9a3e-7418f67ac538,2025-02-07 03:51:00,10323.26,SEK,SE8902IFYW58294657050649,SE8902IGPV25805639452120,Sweden,Uppsala,Sweden,Sandviken,outgoing,Gift to family member
e0e3ec96-1017-43ea-a052-6f6249880bd4,2025-02-17 00:31:00,49692.38,SEK,SE8902VRMQ26366074373381,SE8902LOMU97486516259604,Sweden,Borås,Sweden,Piteå,incoming,Tax refund
07a66015-55d2-4886-b1ff-f4609793b6f4,2025-01-10 07:03:00,40799.63,SEK,SE8902VTUP47297286356491,SE8902AFBJ57409290452225,Sweden,Jönköping,Sweden,Alingsås,incoming,Freelance project payment
aaed7b1f-d2a4-4592-9d24-bea656ad32e3,2025-04-17 08:19:00,35968.59,SEK,SE8902RQOR29026101545160,SE8902SLEK14821816941222,Sweden,Motala,Sweden,Trollhättan,outgoing,Gift to family member
a56288a4-4be2-4612-b9ea-0f28465cff66,2025-04-07 01:59:00,24619.43,SEK,SE8902MVZJ65066103207787,SE8902SVHZ40527211740813,Sweden,Motala,Sweden,Trollhättan,incoming,Subscription fee
dca4cb44-a8da-41a1-bf8a-60b04de19e5c,2025-05-09 15:26:00,21278.83,SEK,SE8902HYTC59826855483095,SE8902FNII57196986671320,Sweden,Piteå,Sweden,Uppsala,outgoing,Tax refund
345b457f-2da7-4ec3-814c-45147da65332,2025-03-19 14:19:00,6942.93,SEK,SE8902NVQD71265390083232,SE8902CASK39265821879684,Sweden,Luleå,Sweden,Borås,incoming,Consulting fee
457754d5-383d-4586-9312-771e430bcd6c,2025-03-26 11:09:00,29862.53,SEK,SE8902PCBN99920357884711,SE8902OLOZ02170280138462,Sweden,Piteå,Sweden,Malmö,incoming,Reimbursement for travel
69a13f48-0cc2-4cc6-abb5-bbc64f576d2c,2025-03-30 13:27:00,44154.9,SEK,SE8902ZIZT70325031118745,SE8902GFDB55209282464695,Sweden,Uppsala,Sweden,Skövde,incoming,Insurance payout
29801e79-6f19-4176-a48b-6b1128b626bf,2025-02-10 17:17:00,8737.88,SEK,SE8902VEAH30336103124143,SE8902OZFC33666152893075,Sweden,Ängelholm,Sweden,Karlskrona,incoming,Gift to family member
4b4de6e1-3a31-4f5a-a473-cdecfd5d8d28,2025-01-10 09:37:00,11349.59,SEK,SE8902VJRI33586922529209,SE8902OBCC22148300299730,Sweden,Ängelholm,Sweden,Skövde,incoming,
490d7871-f911-4685-bb7a-60f3a2d57143,2025-01-09 05:45:00,40901.59,SEK,SE8902ZXAW60732336695039,SE8902KDSG83463231121147,Sweden,Nyköping,Sweden,Örnsköldsvik,outgoing,Insurance payout
302fac61-b945-4e3a-8cea-0c468d73d90c,2025-03-08 09:54:00,3866.43,SEK,SE8902JFSE30297297014159,SE8902LZUK24908560499564,Sweden,Varberg,Sweden,Lidköping,outgoing,Online purchase
6c10a5e3-246f-46b1-8f5e-575274add632,2025-02-11 16:29:00,48723.64,SEK,SE8902RADR87006342899524,SE8902MBHI25416661313721,Sweden,Gävle,Sweden,Kalmar,incoming,Insurance payout
c80fba3b-7638-46ed-9397-b36e0366f09d,2025-04-21 09:23:00,12887.78,SEK,SE8902CDDV64227210788344,SE8902TRCO62989417471868,Sweden,Karlstad,Sweden,Nyköping,incoming,Online purchase
5bade8fc-bb16-4c18-88e9-39601c9a0a43,2025-05-10 12:39:00,33631.19,SEK,SE8902DUAG90847567672926,SE8902THRJ34175037611129,Sweden,Luleå,Sweden,Halmstad,outgoing,
a72443a7-39db-4399-bd48-e8f7c3659084,2025-01-06 10:26:00,7130.12,SEK,SE8902KHYH04176749922863,SE8902QXAY86380659658844,Sweden,Gävle,Sweden,Trollhättan,outgoing,Subscription fee
1bbd3ba6-5d3e-4a11-86cb-c47156865a45,2025-01-26 10:19:00,21159.58,SEK,SE8902ZUTM99843810815634,SE8902YIGN27857962046337,Sweden,Falun,Sweden,Lidköping,incoming,Salary payment
fa2a8bdf-45b0-4457-92db-6ceb1c52321b,2025-01-10 04:46:00,42478.57,SEK,SE8902WDFV26201172115898,SE8902QUVK34053196832367,Sweden,Helsingborg,Sweden,Varberg,incoming,Rent transfer
1e6a3bc5-5285-4518-b069-96c8a94c2440,2025-04-26 04:19:00,21983.55,SEK,SE8902MJGO82608964017389,SE8902DVMW47021992301578,Sweden,Jönköping,Sweden,Malmö,outgoing,Consulting fee
eab5ff8d-015f-4b64-acd2-3392094fed79,2025-01-24 04:46:00,2852.21,SEK,SE8902EZKH53128082063957,SE8902LOLQ30361773270969,Sweden,Nyköping,Sweden,Sandviken,outgoing,Subscription fee
54e3c2c2-7558-4bbf-b89d-c004a438c42f,2025-04-05 03:09:00,16580.37,SEK,SE8902EZTC75119444974184,SE8902IBVV34128276013571,Sweden,Lidköping,Sweden,Linköping,incoming,Utility bill
7641b186-0432-4a46-85db-93abab49e62f,2025-04-08 00:17:00,15068.0,SEK,SE8902QORV15540178275192,SE8902QUVK34053196832367,Sweden,Alingsås,Sweden,Kalmar,outgoing,Salary payment
08cc89e2-d3a7-47b4-a703-d531923d40f3,2025-02-06 04:47:00,33827.48,SEK,SE8902RZFP78915425211808,SE8902CDDV64227210788344,Sweden,Karlskoga,Sweden,Örebro,outgoing,Freelance project payment
